Row Labels,Monetory,Frequency,Max of InvoiceDate,Current Date,Recency,Monetory Score,Frequency Score,Recency Score,RFM ,RFM Score,Segment Name,,,,
16579,-30.6,1,09-12-2010,09-12-2011,365,0,0,1,1,0,immediate Attention,,,,
16581,70.44,11,07-07-2011,09-12-2011,155,0,1,3,4,0,immediate Attention,,,,
16582,313.62,6,18-08-2011,09-12-2011,113,2,0,3,5,0,immediate Attention,,,,
16583,233.45,14,01-12-2010,09-12-2011,373,1,1,1,3,0,immediate Attention,,,,
16584,908.03,31,20-09-2011,09-12-2011,80,5,4,4,13,4,At Risk/ Need Attention,,,,
16586,463.95,8,05-04-2011,09-12-2011,248,3,1,2,6,1,At Risk/ Need Attention,,,,
16587,225.15,13,21-04-2011,09-12-2011,232,1,1,2,4,0,immediate Attention,,,,
16589,459.24,33,29-09-2011,09-12-2011,71,3,4,5,12,3,At Risk/ Need Attention,,,,
16591,213.5,10,02-10-2011,09-12-2011,68,1,1,5,7,1,At Risk/ Need Attention,,,,
16592,4073.28,222,05-12-2011,09-12-2011,4,9,9,10,28,9,Top Customer,,,,
16593,330.03,27,20-10-2011,09-12-2011,50,2,3,6,11,3,At Risk/ Need Attention,,,,
16594,181.09,53,25-09-2011,09-12-2011,75,1,5,4,10,3,At Risk/ Need Attention,,,,
16595,360.16,85,09-10-2011,09-12-2011,61,3,6,5,14,4,At Risk/ Need Attention,,,,
16596,250.15,12,24-11-2011,09-12-2011,15,2,1,8,11,3,At Risk/ Need Attention,,,,
16597,90.04,7,05-12-2011,09-12-2011,4,0,0,10,10,3,At Risk/ Need Attention,,,,
16598,140.7,11,07-03-2011,09-12-2011,277,0,1,1,2,0,immediate Attention,,,,
16600,813.52,62,05-12-2011,09-12-2011,4,5,6,10,21,7,Loyal customer,,,,
16601,244.8,31,30-10-2011,09-12-2011,40,2,4,6,12,3,At Risk/ Need Attention,,,,
16602,494.73,32,08-11-2011,09-12-2011,31,4,4,7,15,5,Loyal customer,,,,
16603,482.47,34,26-09-2011,09-12-2011,74,4,4,4,12,3,At Risk/ Need Attention,,,,
16607,3038.67,174,22-11-2011,09-12-2011,17,8,8,8,24,8,Top Customer,,,,
16609,5450.96,280,24-11-2011,09-12-2011,15,9,9,8,26,9,Top Customer,,,,
16610,75.66,6,04-05-2011,09-12-2011,219,0,0,2,2,0,immediate Attention,,,,
16611,120.99,11,06-06-2011,09-12-2011,186,0,1,2,3,0,immediate Attention,,,,
16612,1187.66,66,07-11-2011,09-12-2011,32,6,6,6,18,6,Loyal customer,,,,
16613,618.59,30,30-09-2011,09-12-2011,70,4,4,5,13,4,At Risk/ Need Attention,,,,
16614,506.19,26,10-06-2011,09-12-2011,182,4,3,2,9,2,At Risk/ Need Attention,,,,
16616,500.42,33,24-11-2011,09-12-2011,15,4,4,8,16,5,Loyal customer,,,,
16617,151.85,5,18-04-2011,09-12-2011,235,1,0,2,3,0,immediate Attention,,,,
16618,2630.64,97,08-11-2011,09-12-2011,31,8,7,7,22,7,Loyal customer,,,,
16619,204.41,16,31-03-2011,09-12-2011,253,1,2,2,5,0,immediate Attention,,,,
16620,178.96,9,06-12-2011,09-12-2011,3,1,1,10,12,3,At Risk/ Need Attention,,,,
16621,813.48,29,19-10-2011,09-12-2011,51,5,3,5,13,4,At Risk/ Need Attention,,,,
16623,129.45,5,08-04-2011,09-12-2011,245,0,0,2,2,0,immediate Attention,,,,
16624,810.57,48,20-09-2011,09-12-2011,80,5,5,4,14,4,At Risk/ Need Attention,,,,
16625,333.08,23,10-03-2011,09-12-2011,274,2,3,1,6,1,At Risk/ Need Attention,,,,
16626,4379.65,184,09-12-2011,09-12-2011,0,9,8,10,27,9,Top Customer,,,,
16627,322.8,20,21-09-2011,09-12-2011,79,2,2,4,8,2,At Risk/ Need Attention,,,,
16628,2183.04,119,10-11-2011,09-12-2011,29,8,7,7,22,7,Loyal customer,,,,
16629,417.73,64,27-09-2011,09-12-2011,73,3,6,4,13,4,At Risk/ Need Attention,,,,
16633,2878.15,153,22-11-2011,09-12-2011,17,8,8,8,24,8,Top Customer,,,,
16634,217.9,9,01-05-2011,09-12-2011,222,1,1,2,4,0,immediate Attention,,,,
16637,1124.59,72,07-11-2011,09-12-2011,32,6,6,6,18,6,Loyal customer,,,,
16638,1676.47,95,17-11-2011,09-12-2011,22,7,7,7,21,7,Loyal customer,,,,
16639,1169.38,52,14-11-2011,09-12-2011,25,6,5,7,18,6,Loyal customer,,,,
16641,231.1,12,26-08-2011,09-12-2011,105,1,1,4,6,1,At Risk/ Need Attention,,,,
16642,679.83,35,05-12-2011,09-12-2011,4,5,4,10,19,6,Loyal customer,,,,
16643,487.51,27,08-04-2011,09-12-2011,245,4,3,2,9,2,At Risk/ Need Attention,,,,
16644,833.78,62,15-06-2011,09-12-2011,177,5,6,3,14,4,At Risk/ Need Attention,,,,
16647,214.06,14,23-06-2011,09-12-2011,169,1,1,3,5,0,immediate Attention,,,,
16648,270.86,21,01-11-2011,09-12-2011,38,2,2,6,10,3,At Risk/ Need Attention,,,,
16650,518.42,24,29-09-2011,09-12-2011,71,4,3,5,12,3,At Risk/ Need Attention,,,,
16652,6654.26,123,17-10-2011,09-12-2011,53,9,7,5,21,7,Loyal customer,,,,
16653,1166.92,76,23-11-2011,09-12-2011,16,6,6,8,20,7,Loyal customer,,,,
16654,594.97,31,21-07-2011,09-12-2011,141,4,4,3,11,3,At Risk/ Need Attention,,,,
16655,3794.52,261,22-11-2011,09-12-2011,17,9,9,8,26,9,Top Customer,,,,
16656,8568.24,80,17-11-2011,09-12-2011,22,9,6,7,22,7,Loyal customer,,,,
16657,933.62,208,30-11-2011,09-12-2011,9,6,8,9,23,8,Top Customer,,,,
16658,123.24,8,06-12-2010,09-12-2011,368,0,1,1,2,0,immediate Attention,,,,
16659,39.12,2,03-06-2011,09-12-2011,189,0,0,2,2,0,immediate Attention,,,,
16660,810.45,17,23-11-2011,09-12-2011,16,5,2,8,15,5,Loyal customer,,,,
16665,135.4,9,12-12-2010,09-12-2011,362,0,1,1,2,0,immediate Attention,,,,
16666,118.98,32,20-11-2011,09-12-2011,19,0,4,8,12,3,At Risk/ Need Attention,,,,
16667,570.13,53,02-10-2011,09-12-2011,68,4,5,5,14,4,At Risk/ Need Attention,,,,
16668,306.72,20,24-11-2011,09-12-2011,15,2,2,8,12,3,At Risk/ Need Attention,,,,
16669,1370.87,161,16-11-2011,09-12-2011,23,7,8,7,22,7,Loyal customer,,,,
16670,4022.46,262,23-11-2011,09-12-2011,16,9,9,8,26,9,Top Customer,,,,
16671,1692.27,6,11-11-2011,09-12-2011,28,7,0,7,14,4,At Risk/ Need Attention,,,,
16672,8093.59,117,07-12-2011,09-12-2011,2,9,7,10,26,9,Top Customer,,,,
16674,319.61,98,16-10-2011,09-12-2011,54,2,7,5,14,4,At Risk/ Need Attention,,,,
16676,1558.72,92,06-11-2011,09-12-2011,33,7,7,6,20,7,Loyal customer,,,,
16678,3013.83,170,07-12-2011,09-12-2011,2,8,8,10,26,9,Top Customer,,,,
16679,129.75,3,08-12-2010,09-12-2011,366,0,0,1,1,0,immediate Attention,,,,
16680,183.7,10,27-10-2011,09-12-2011,43,1,1,6,8,2,At Risk/ Need Attention,,,,
16681,1770.34,44,28-09-2011,09-12-2011,72,7,5,4,16,5,Loyal customer,,,,
16682,1028,30,05-12-2011,09-12-2011,4,6,4,10,20,7,Loyal customer,,,,
16684,65892.08,281,05-12-2011,09-12-2011,4,9,9,10,28,9,Top Customer,,,,
16685,324.24,62,09-10-2011,09-12-2011,61,2,6,5,13,4,At Risk/ Need Attention,,,,
16686,3043.48,588,23-10-2011,09-12-2011,47,8,9,6,23,8,Top Customer,,,,
16688,1260.86,62,08-12-2011,09-12-2011,1,6,6,10,22,7,Loyal customer,,,,
16689,303.26,16,25-09-2011,09-12-2011,75,2,2,4,8,2,At Risk/ Need Attention,,,,
16690,208.63,13,27-10-2011,09-12-2011,43,1,1,6,8,2,At Risk/ Need Attention,,,,
16692,1276,3,28-03-2011,09-12-2011,256,6,0,2,8,2,At Risk/ Need Attention,,,,
16693,482.01,60,02-10-2011,09-12-2011,68,4,6,5,15,5,Loyal customer,,,,
16696,657.9,10,27-07-2011,09-12-2011,135,5,1,3,9,2,At Risk/ Need Attention,,,,
16697,112.75,21,12-04-2011,09-12-2011,241,0,2,2,4,0,immediate Attention,,,,
16698,1998,5,27-04-2011,09-12-2011,226,7,0,2,9,2,At Risk/ Need Attention,,,,
16700,5040,312,01-12-2011,09-12-2011,8,9,9,9,27,9,Top Customer,,,,
16701,5150.27,154,01-12-2011,09-12-2011,8,9,8,9,26,9,Top Customer,,,,
16705,13946.13,284,09-12-2011,09-12-2011,0,9,9,10,28,9,Top Customer,,,,
16706,531.35,123,02-11-2011,09-12-2011,37,4,7,6,17,5,Loyal customer,,,,
16708,656.63,27,25-10-2011,09-12-2011,45,5,3,6,14,4,At Risk/ Need Attention,,,,
16709,3029.87,79,16-09-2011,09-12-2011,84,8,6,4,18,6,Loyal customer,,,,
16710,2483.04,402,20-11-2011,09-12-2011,19,8,9,8,25,8,Top Customer,,,,
16711,1651.03,22,06-12-2011,09-12-2011,3,7,3,10,20,7,Loyal customer,,,,
16712,3645.43,447,30-11-2011,09-12-2011,9,9,9,9,27,9,Top Customer,,,,
16713,6840.23,632,21-11-2011,09-12-2011,18,9,9,8,26,9,Top Customer,,,,
16714,911.53,94,05-05-2011,09-12-2011,218,6,7,2,15,5,Loyal customer,,,,
16715,301.72,19,22-09-2011,09-12-2011,78,2,2,4,8,2,At Risk/ Need Attention,,,,
16716,319.8,3,18-03-2011,09-12-2011,266,2,0,1,3,0,immediate Attention,,,,
16717,3278.36,236,30-11-2011,09-12-2011,9,8,9,9,26,9,Top Customer,,,,
16718,623.75,45,05-12-2010,09-12-2011,369,4,5,1,10,3,At Risk/ Need Attention,,,,
16719,1773.92,203,25-11-2011,09-12-2011,14,7,8,8,23,8,Top Customer,,,,
16720,155.24,27,13-11-2011,09-12-2011,26,1,3,7,11,3,At Risk/ Need Attention,,,,
16721,292.47,37,22-03-2011,09-12-2011,262,2,4,2,8,2,At Risk/ Need Attention,,,,
16722,4711.21,228,22-11-2011,09-12-2011,17,9,9,8,26,9,Top Customer,,,,
16723,589.15,43,09-09-2011,09-12-2011,91,4,5,4,13,4,At Risk/ Need Attention,,,,
16725,775.07,152,10-02-2011,09-12-2011,302,5,8,1,14,4,At Risk/ Need Attention,,,,
16726,1382.02,185,13-11-2011,09-12-2011,26,7,8,7,22,7,Loyal customer,,,,
16727,272.82,46,10-12-2010,09-12-2011,364,2,5,1,8,2,At Risk/ Need Attention,,,,
16728,1054.67,269,24-10-2011,09-12-2011,46,6,9,6,21,7,Loyal customer,,,,
16729,7076.28,668,03-11-2011,09-12-2011,36,9,9,6,24,8,Top Customer,,,,
16730,702.79,84,18-10-2011,09-12-2011,52,5,6,5,16,5,Loyal customer,,,,
16732,603.75,28,08-11-2011,09-12-2011,31,4,3,7,14,4,At Risk/ Need Attention,,,,
16734,650.51,53,18-10-2011,09-12-2011,52,5,5,5,15,5,Loyal customer,,,,
16735,2269.21,128,22-09-2011,09-12-2011,78,8,8,4,20,7,Loyal customer,,,,
16737,417.6,1,17-10-2011,09-12-2011,53,3,0,5,8,2,At Risk/ Need Attention,,,,
16738,3.75,1,15-02-2011,09-12-2011,297,0,0,1,1,0,immediate Attention,,,,
16739,312.55,16,20-06-2011,09-12-2011,172,2,2,3,7,1,At Risk/ Need Attention,,,,
16742,0,4,24-10-2011,09-12-2011,46,0,0,6,6,1,At Risk/ Need Attention,,,,
16743,2191.84,193,10-11-2011,09-12-2011,29,8,8,7,23,8,Top Customer,,,,
16744,1304.76,242,28-11-2011,09-12-2011,11,6,9,9,24,8,Top Customer,,,,
16745,7170.7,358,14-09-2011,09-12-2011,86,9,9,4,22,7,Loyal customer,,,,
16746,6694.31,452,05-12-2011,09-12-2011,4,9,9,10,28,9,Top Customer,,,,
16747,826.96,45,14-11-2011,09-12-2011,25,5,5,7,17,5,Loyal customer,,,,
16748,1515.9,69,22-11-2011,09-12-2011,17,7,6,8,21,7,Loyal customer,,,,
16750,623.93,95,26-10-2011,09-12-2011,44,4,7,6,17,5,Loyal customer,,,,
16751,1764.72,25,09-11-2011,09-12-2011,30,7,3,7,17,5,Loyal customer,,,,
16752,207.5,9,02-12-2010,09-12-2011,372,1,1,1,3,0,immediate Attention,,,,
16753,223.92,34,12-10-2011,09-12-2011,58,1,4,5,10,3,At Risk/ Need Attention,,,,
16754,2002.4,2,02-12-2010,09-12-2011,372,8,0,1,9,2,At Risk/ Need Attention,,,,
16755,1484.63,176,17-08-2011,09-12-2011,114,7,8,3,18,6,Loyal customer,,,,
16756,239.4,13,09-05-2011,09-12-2011,214,2,1,2,5,0,immediate Attention,,,,
16757,106.83,7,25-01-2011,09-12-2011,318,0,0,1,1,0,immediate Attention,,,,
16758,369.34,22,05-10-2011,09-12-2011,65,3,3,5,11,3,At Risk/ Need Attention,,,,
16759,772.84,43,02-12-2011,09-12-2011,7,5,5,9,19,6,Loyal customer,,,,
16761,316.62,13,04-09-2011,09-12-2011,96,2,1,4,7,1,At Risk/ Need Attention,,,,
16762,1501.38,89,20-11-2011,09-12-2011,19,7,7,8,22,7,Loyal customer,,,,
16763,594.9,24,07-06-2011,09-12-2011,185,4,3,2,9,2,At Risk/ Need Attention,,,,
16764,2758.25,718,06-12-2011,09-12-2011,3,8,9,10,27,9,Top Customer,,,,
16765,34,1,18-02-2011,09-12-2011,294,0,0,1,1,0,immediate Attention,,,,
16766,1145.6,34,11-03-2011,09-12-2011,273,6,4,1,11,3,At Risk/ Need Attention,,,,
16767,5580.6,222,09-11-2011,09-12-2011,30,9,9,7,25,8,Top Customer,,,,
16768,458.04,58,23-10-2011,09-12-2011,47,3,5,6,14,4,At Risk/ Need Attention,,,,
16769,380.39,40,24-03-2011,09-12-2011,260,3,4,2,9,2,At Risk/ Need Attention,,,,
16770,744.9,146,13-10-2011,09-12-2011,57,5,8,5,18,6,Loyal customer,,,,
16771,2246.81,255,06-11-2011,09-12-2011,33,8,9,6,23,8,Top Customer,,,,
16773,171.59,26,13-10-2011,09-12-2011,57,1,3,5,9,2,At Risk/ Need Attention,,,,
16774,654.92,49,03-10-2011,09-12-2011,67,5,5,5,15,5,Loyal customer,,,,
16775,1695.66,158,29-11-2011,09-12-2011,10,7,8,9,24,8,Top Customer,,,,
16776,388.28,76,10-10-2011,09-12-2011,60,3,6,5,14,4,At Risk/ Need Attention,,,,
16777,226.35,50,20-09-2011,09-12-2011,80,1,5,4,10,3,At Risk/ Need Attention,,,,
16778,245.94,16,26-09-2011,09-12-2011,74,2,2,4,8,2,At Risk/ Need Attention,,,,
16779,10454.05,344,07-12-2011,09-12-2011,2,9,9,10,28,9,Top Customer,,,,
16780,425.19,60,31-08-2011,09-12-2011,100,3,6,4,13,4,At Risk/ Need Attention,,,,
16781,294.65,19,09-12-2010,09-12-2011,365,2,2,1,5,0,immediate Attention,,,,
16782,2242.25,197,29-11-2011,09-12-2011,10,8,8,9,25,8,Top Customer,,,,
16784,107.6,3,20-11-2011,09-12-2011,19,0,0,8,8,2,At Risk/ Need Attention,,,,
16788,597.48,155,08-08-2011,09-12-2011,123,4,8,3,15,5,Loyal customer,,,,
16789,80.8,5,01-12-2011,09-12-2011,8,0,0,9,9,2,At Risk/ Need Attention,,,,
16790,1520.12,95,06-12-2011,09-12-2011,3,7,7,10,24,8,Top Customer,,,,
16791,1706.28,322,10-11-2011,09-12-2011,29,7,9,7,23,8,Top Customer,,,,
16792,110.38,12,02-03-2011,09-12-2011,282,0,1,1,2,0,immediate Attention,,,,
16793,243.84,16,13-10-2011,09-12-2011,57,2,2,5,9,2,At Risk/ Need Attention,,,,
16794,1201.51,287,08-12-2011,09-12-2011,1,6,9,10,25,8,Top Customer,,,,
16795,414.88,66,09-12-2010,09-12-2011,365,3,6,1,10,3,At Risk/ Need Attention,,,,
16796,305.62,18,11-09-2011,09-12-2011,89,2,2,4,8,2,At Risk/ Need Attention,,,,
16800,1201.49,164,28-11-2011,09-12-2011,11,6,8,9,23,8,Top Customer,,,,
16801,867.83,121,29-06-2011,09-12-2011,163,5,7,3,15,5,Loyal customer,,,,
16803,332.3,24,05-10-2011,09-12-2011,65,2,3,5,10,3,At Risk/ Need Attention,,,,
16804,536.99,60,16-11-2011,09-12-2011,23,4,6,7,17,5,Loyal customer,,,,
16805,460.59,98,19-06-2011,09-12-2011,173,3,7,3,13,4,At Risk/ Need Attention,,,,
16806,801.49,103,28-08-2011,09-12-2011,103,5,7,4,16,5,Loyal customer,,,,
16807,1121.59,67,20-07-2011,09-12-2011,142,6,6,3,15,5,Loyal customer,,,,
16808,288.42,23,01-09-2011,09-12-2011,99,2,3,4,9,2,At Risk/ Need Attention,,,,
16809,912.74,150,16-11-2011,09-12-2011,23,6,8,7,21,7,Loyal customer,,,,
16810,275.64,16,31-05-2011,09-12-2011,192,2,2,2,6,1,At Risk/ Need Attention,,,,
16811,547.07,28,05-12-2011,09-12-2011,4,4,3,10,17,5,Loyal customer,,,,
16812,479.35,15,14-12-2010,09-12-2011,360,4,2,1,7,1,At Risk/ Need Attention,,,,
16813,1692.98,449,01-12-2011,09-12-2011,8,7,9,9,25,8,Top Customer,,,,
16814,6500.6,325,25-11-2011,09-12-2011,14,9,9,8,26,9,Top Customer,,,,
16816,417.06,28,28-08-2011,09-12-2011,103,3,3,4,10,3,At Risk/ Need Attention,,,,
16817,1446.95,95,07-12-2011,09-12-2011,2,7,7,10,24,8,Top Customer,,,,
16818,3317.97,191,29-11-2011,09-12-2011,10,8,8,9,25,8,Top Customer,,,,
16820,497.61,26,05-09-2011,09-12-2011,95,4,3,4,11,3,At Risk/ Need Attention,,,,
16823,358.38,38,26-04-2011,09-12-2011,227,3,4,2,9,2,At Risk/ Need Attention,,,,
16824,460.64,26,24-11-2011,09-12-2011,15,3,3,8,14,4,At Risk/ Need Attention,,,,
16825,775.18,28,01-11-2011,09-12-2011,38,5,3,6,14,4,At Risk/ Need Attention,,,,
16826,341.7,22,19-10-2011,09-12-2011,51,3,3,5,11,3,At Risk/ Need Attention,,,,
16828,128.5,8,07-09-2011,09-12-2011,93,0,1,4,5,0,immediate Attention,,,,
16829,197.22,11,06-07-2011,09-12-2011,156,1,1,3,5,0,immediate Attention,,,,
16830,325.91,23,01-11-2011,09-12-2011,38,2,3,6,11,3,At Risk/ Need Attention,,,,
16832,199.15,12,08-06-2011,09-12-2011,184,1,1,2,4,0,immediate Attention,,,,
16833,1106.53,47,08-12-2011,09-12-2011,1,6,5,10,21,7,Loyal customer,,,,
16834,413.46,24,26-04-2011,09-12-2011,227,3,3,2,8,2,At Risk/ Need Attention,,,,
16835,180.85,10,03-08-2011,09-12-2011,128,1,1,3,5,0,immediate Attention,,,,
16836,251.87,11,31-10-2011,09-12-2011,39,2,1,6,9,2,At Risk/ Need Attention,,,,
16837,3167.73,166,08-11-2011,09-12-2011,31,8,8,7,23,8,Top Customer,,,,
16838,582.9,26,26-05-2011,09-12-2011,197,4,3,2,9,2,At Risk/ Need Attention,,,,
16839,15357.78,298,01-12-2011,09-12-2011,8,9,9,9,27,9,Top Customer,,,,
16841,1774.62,117,03-11-2011,09-12-2011,36,7,7,6,20,7,Loyal customer,,,,
16842,1260.44,64,06-10-2011,09-12-2011,64,6,6,5,17,5,Loyal customer,,,,
16843,10183.82,379,28-10-2011,09-12-2011,42,9,9,6,24,8,Top Customer,,,,
16846,214.32,11,20-10-2011,09-12-2011,50,1,1,6,8,2,At Risk/ Need Attention,,,,
16847,193.44,12,27-10-2011,09-12-2011,43,1,1,6,8,2,At Risk/ Need Attention,,,,
16848,281.42,14,18-10-2011,09-12-2011,52,2,1,5,8,2,At Risk/ Need Attention,,,,
16849,124.57,8,06-06-2011,09-12-2011,186,0,1,2,3,0,immediate Attention,,,,
16850,332.41,19,10-01-2011,09-12-2011,333,2,2,1,5,0,immediate Attention,,,,
16851,342.45,20,05-12-2011,09-12-2011,4,3,2,10,15,5,Loyal customer,,,,
16852,144.91,9,29-11-2011,09-12-2011,10,0,1,9,10,3,At Risk/ Need Attention,,,,
16855,328.4,19,16-11-2011,09-12-2011,23,2,2,7,11,3,At Risk/ Need Attention,,,,
16856,35.4,2,25-11-2011,09-12-2011,14,0,0,8,8,2,At Risk/ Need Attention,,,,
16858,345.89,13,08-12-2010,09-12-2011,366,3,1,1,5,0,immediate Attention,,,,
16859,473.14,72,25-08-2011,09-12-2011,106,4,6,4,14,4,At Risk/ Need Attention,,,,
16861,151.65,8,11-10-2011,09-12-2011,59,1,1,5,7,1,At Risk/ Need Attention,,,,
16863,481.35,28,10-11-2011,09-12-2011,29,4,3,7,14,4,At Risk/ Need Attention,,,,
16866,207.74,11,22-07-2011,09-12-2011,140,1,1,3,5,0,immediate Attention,,,,
16869,805.62,129,17-11-2011,09-12-2011,22,5,8,7,20,7,Loyal customer,,,,
16871,2761.49,139,17-11-2011,09-12-2011,22,8,8,7,23,8,Top Customer,,,,
16872,680.02,7,23-09-2011,09-12-2011,77,5,0,4,9,2,At Risk/ Need Attention,,,,
16873,7066.31,289,05-12-2011,09-12-2011,4,9,9,10,28,9,Top Customer,,,,
16875,2023.47,123,06-10-2011,09-12-2011,64,8,7,5,20,7,Loyal customer,,,,
16877,853.72,159,27-11-2011,09-12-2011,12,5,8,8,21,7,Loyal customer,,,,
16878,0,6,15-11-2011,09-12-2011,24,0,0,7,7,1,At Risk/ Need Attention,,,,
16880,1519.08,178,09-11-2011,09-12-2011,30,7,8,7,22,7,Loyal customer,,,,
16881,432,1,04-10-2011,09-12-2011,66,3,0,5,8,2,At Risk/ Need Attention,,,,
16882,705.12,39,04-10-2011,09-12-2011,66,5,4,5,14,4,At Risk/ Need Attention,,,,
16883,276.73,38,05-06-2011,09-12-2011,187,2,4,2,8,2,At Risk/ Need Attention,,,,
16884,429.84,26,02-11-2011,09-12-2011,37,3,3,6,12,3,At Risk/ Need Attention,,,,
16885,471.51,101,24-11-2011,09-12-2011,15,4,7,8,19,6,Loyal customer,,,,
16887,194.88,37,04-11-2011,09-12-2011,35,1,4,6,11,3,At Risk/ Need Attention,,,,
16889,1578.67,135,29-05-2011,09-12-2011,194,7,8,2,17,5,Loyal customer,,,,
16891,809.7,203,08-12-2011,09-12-2011,1,5,8,10,23,8,Top Customer,,,,
16892,496.84,101,08-12-2011,09-12-2011,1,4,7,10,21,7,Loyal customer,,,,
16893,145.93,45,08-12-2010,09-12-2011,366,0,5,1,6,1,At Risk/ Need Attention,,,,
16895,219.14,69,06-10-2011,09-12-2011,64,1,6,5,12,3,At Risk/ Need Attention,,,,
16897,213.03,44,13-02-2011,09-12-2011,299,1,5,1,7,1,At Risk/ Need Attention,,,,
16898,444.46,163,13-11-2011,09-12-2011,26,3,8,7,18,6,Loyal customer,,,,
16899,1281.56,125,02-12-2011,09-12-2011,7,6,8,9,23,8,Top Customer,,,,
16900,187.69,82,28-11-2011,09-12-2011,11,1,6,9,16,5,Loyal customer,,,,
16902,1706.88,44,15-08-2011,09-12-2011,116,7,5,3,15,5,Loyal customer,,,,
16903,373.24,60,10-11-2011,09-12-2011,29,3,6,7,16,5,Loyal customer,,,,
16904,3754.27,710,05-12-2011,09-12-2011,4,9,9,10,28,9,Top Customer,,,,
16905,3085.48,209,04-12-2011,09-12-2011,5,8,8,9,25,8,Top Customer,,,,
16906,579.77,93,19-09-2011,09-12-2011,81,4,7,4,15,5,Loyal customer,,,,
16907,981.65,151,10-11-2011,09-12-2011,29,6,8,7,21,7,Loyal customer,,,,
16909,364.14,19,06-10-2011,09-12-2011,64,3,2,5,10,3,At Risk/ Need Attention,,,,
16910,1510.06,547,05-12-2011,09-12-2011,4,7,9,10,26,9,Top Customer,,,,
16912,2528.67,105,16-11-2011,09-12-2011,23,8,7,7,22,7,Loyal customer,,,,
16913,113.44,8,22-02-2011,09-12-2011,290,0,1,1,2,0,immediate Attention,,,,
16914,208.46,38,03-11-2011,09-12-2011,36,1,4,6,11,3,At Risk/ Need Attention,,,,
16915,621.68,57,30-11-2011,09-12-2011,9,4,5,9,18,6,Loyal customer,,,,
16916,576.26,143,16-11-2011,09-12-2011,23,4,8,7,19,6,Loyal customer,,,,
16917,391.52,9,08-03-2011,09-12-2011,276,3,1,1,5,0,immediate Attention,,,,
16918,1043.34,130,21-10-2011,09-12-2011,49,6,8,6,20,7,Loyal customer,,,,
16919,2596.45,327,06-07-2011,09-12-2011,156,8,9,3,20,7,Loyal customer,,,,
16921,169.79,60,09-10-2011,09-12-2011,61,1,6,5,12,3,At Risk/ Need Attention,,,,
16923,6666.83,696,27-11-2011,09-12-2011,12,9,9,8,26,9,Top Customer,,,,
16924,739.5,89,18-11-2011,09-12-2011,21,5,7,8,20,7,Loyal customer,,,,
16926,230.25,14,03-12-2010,09-12-2011,371,1,1,1,3,0,immediate Attention,,,,
16927,543.05,6,16-08-2011,09-12-2011,115,4,0,3,7,1,At Risk/ Need Attention,,,,
16928,2781.5,213,20-09-2011,09-12-2011,80,8,9,4,21,7,Loyal customer,,,,
16929,1295.39,77,06-12-2011,09-12-2011,3,6,6,10,22,7,Loyal customer,,,,
16930,380.55,54,13-11-2011,09-12-2011,26,3,5,7,15,5,Loyal customer,,,,
16931,4604.22,898,04-12-2011,09-12-2011,5,9,9,9,27,9,Top Customer,,,,
16932,161.94,53,17-10-2011,09-12-2011,53,1,5,5,11,3,At Risk/ Need Attention,,,,
16933,530.08,49,08-12-2011,09-12-2011,1,4,5,10,19,6,Loyal customer,,,,
16934,950.93,62,16-10-2011,09-12-2011,54,6,6,5,17,5,Loyal customer,,,,
16936,262.68,57,14-11-2011,09-12-2011,25,2,5,7,14,4,At Risk/ Need Attention,,,,
16938,1903.13,242,01-12-2011,09-12-2011,8,7,9,9,25,8,Top Customer,,,,
16940,3049.88,305,18-10-2011,09-12-2011,52,8,9,5,22,7,Loyal customer,,,,
16942,1894.11,283,27-11-2011,09-12-2011,12,7,9,8,24,8,Top Customer,,,,
16943,816.73,33,12-05-2011,09-12-2011,211,5,4,2,11,3,At Risk/ Need Attention,,,,
16945,4345.5,249,18-11-2011,09-12-2011,21,9,9,8,26,9,Top Customer,,,,
16947,406.48,21,18-04-2011,09-12-2011,235,3,2,2,7,1,At Risk/ Need Attention,,,,
16948,435.02,19,24-07-2011,09-12-2011,138,3,2,3,8,2,At Risk/ Need Attention,,,,
16949,1161.27,61,06-12-2011,09-12-2011,3,6,6,10,22,7,Loyal customer,,,,
16950,1178.56,42,14-10-2011,09-12-2011,56,6,4,5,15,5,Loyal customer,,,,
16951,1262.75,87,08-08-2011,09-12-2011,123,6,7,3,16,5,Loyal customer,,,,
16952,167.61,16,22-08-2011,09-12-2011,109,1,2,3,6,1,At Risk/ Need Attention,,,,
16953,20.8,1,09-11-2011,09-12-2011,30,0,0,7,7,1,At Risk/ Need Attention,,,,
16954,2085.08,54,09-12-2011,09-12-2011,0,8,5,10,23,8,Top Customer,,,,
16955,493.67,26,08-06-2011,09-12-2011,184,4,3,2,9,2,At Risk/ Need Attention,,,,
16956,292.34,18,30-11-2011,09-12-2011,9,2,2,9,13,4,At Risk/ Need Attention,,,,
16957,416.64,16,14-04-2011,09-12-2011,239,3,2,2,7,1,At Risk/ Need Attention,,,,
16959,117.35,7,13-09-2011,09-12-2011,87,0,0,4,4,0,immediate Attention,,,,
16960,507.05,101,01-11-2011,09-12-2011,38,4,7,6,17,5,Loyal customer,,,,
16961,234.17,14,15-08-2011,09-12-2011,116,1,1,3,5,0,immediate Attention,,,,
16963,110.55,7,05-06-2011,09-12-2011,187,0,0,2,2,0,immediate Attention,,,,
